Mailles,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022
7660.0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1
7741.0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
7742.0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
7743.0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1
7823.0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
7824.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
7825.0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
7826.0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1
7827.0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1
7828.0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1
7829.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7906.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
7907.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
7908.0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
7909.0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
7910.0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1
7911.0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
7912.0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1
7913.0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1
7991.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
7992.0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1
7993.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
7994.0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1
7995.0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1
7996.0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1
7997.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
7998.0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0
7999.0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
8000.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
8001.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
8082.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
8083.0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
8084.0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
8085.0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1
8086.0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1
8087.0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
8088.0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
8089.0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
8090.0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
8091.0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1
8092.0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1
8172.0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
8173.0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
8174.0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
8175.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
8176.0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1
8177.0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1
8178.0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1
8179.0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1
8180.0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1
8181.0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1
8182.0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
8183.0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1
8184.0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1
8185.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
8186.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8263.0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1
8264.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
8265.0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1
8266.0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1
8267.0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1
8268.0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1
8269.0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1
8270.0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1
8271.0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1
8272.0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1
8273.0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
8274.0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
8275.0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1
8276.0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1
8277.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
8355.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
8356.0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
8357.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
8358.0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1
8359.0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1
8360.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
8361.0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1
8362.0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
8363.0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1
8364.0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
8365.0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1
8366.0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1
8367.0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1
8368.0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1
8446.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
8447.0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1
8448.0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1
8449.0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1
8450.0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1
8451.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1
8452.0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1
8453.0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1
8454.0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1
8455.0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1
8456.0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1
8457.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8458.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8459.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
8536.0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0
8537.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
8538.0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
8539.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8540.0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1
8541.0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1
8542.0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1
8543.0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1
8544.0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1
8545.0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1
8546.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
8547.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
8548.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8550.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8626.0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0
8627.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
8628.0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
8629.0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1
8630.0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
8631.0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0
8632.0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
8633.0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
8634.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8635.0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
8636.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
8637.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8638.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8716.0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1
8717.0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
8718.0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1
8719.0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0
8720.0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
8721.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8722.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8723.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
8724.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8725.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8726.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8727.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
