Point,Latitude,Longitude,Contexte,Période,Saison,NORNSV23,NORNSV24,NORNSV25,NORIFM20,NORIFM40,NORIFM60,NORIS400,NORIS700,NORIS1000
5188,44.1117,-0.4094,RCP4.5,H1,3,21,3,0,23,2,0,23,1,0
5188,44.1117,-0.4094,RCP4.5,H1,4,13,3,-999,6,0,0,32,4,-999
5189,44.1142,-0.3097,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5189,44.1142,-0.3097,RCP4.5,H1,3,20,3,0,23,2,0,22,1,0
5189,44.1142,-0.3097,RCP4.5,H1,4,13,3,-999,6,0,0,30,2,-999
5190,44.1166,-0.2099,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5190,44.1166,-0.2099,RCP4.5,H1,3,20,3,0,23,2,0,22,1,0
5190,44.1166,-0.2099,RCP4.5,H1,4,13,2,-999,6,0,0,29,1,-999
5191,44.1188,-0.1101,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5191,44.1188,-0.1101,RCP4.5,H1,4,13,1,-999,6,0,0,35,2,-999
5192,44.121,-0.0103,RCP4.5,H1,2,0,0,-999,2,0,0,0,0,-999
5192,44.121,-0.0103,RCP4.5,H1,3,20,4,0,19,2,0,25,1,0
5192,44.121,-0.0103,RCP4.5,H1,4,14,2,-999,4,0,0,34,1,-999
5193,44.1231,0.0895,RCP4.5,H1,2,0,0,-999,2,0,0,0,0,-999
5193,44.1231,0.0895,RCP4.5,H1,3,19,4,0,19,2,0,26,1,0
5193,44.1231,0.0895,RCP4.5,H1,4,15,1,-999,4,0,0,40,2,-999
5323,44.1606,-1.2118,RCP4.5,H1,2,0,0,-999,2,0,0,0,0,-999
5323,44.1606,-1.2118,RCP4.5,H1,3,18,5,0,19,1,0,29,3,0
5323,44.1606,-1.2118,RCP4.5,H1,4,11,2,-999,4,0,0,29,2,-999
5324,44.1638,-1.112,RCP4.5,H1,2,0,0,-999,2,0,0,0,0,-999
5324,44.1638,-1.112,RCP4.5,H1,3,17,5,0,18,1,0,24,2,0
5324,44.1638,-1.112,RCP4.5,H1,4,11,2,-999,4,0,0,26,2,-999
5325,44.1669,-1.0122,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5325,44.1669,-1.0122,RCP4.5,H1,3,17,4,0,19,1,0,23,2,0
5325,44.1669,-1.0122,RCP4.5,H1,4,11,1,-999,4,0,0,27,2,-999
5326,44.1699,-0.9123,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5326,44.1699,-0.9123,RCP4.5,H1,3,17,4,0,20,1,0,23,2,0
5326,44.1699,-0.9123,RCP4.5,H1,4,11,1,-999,4,0,0,26,2,-999
5327,44.1728,-0.8125,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5327,44.1728,-0.8125,RCP4.5,H1,3,17,4,0,19,1,0,23,2,0
5327,44.1728,-0.8125,RCP4.5,H1,4,11,1,-999,4,0,0,27,1,-999
5328,44.1756,-0.7126,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5328,44.1756,-0.7126,RCP4.5,H1,3,18,4,0,20,2,0,22,1,0
5328,44.1756,-0.7126,RCP4.5,H1,4,11,1,-999,4,0,0,27,1,-999
5329,44.1784,-0.6127,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5329,44.1784,-0.6127,RCP4.5,H1,3,18,4,0,20,2,0,23,1,0
5329,44.1784,-0.6127,RCP4.5,H1,4,12,1,-999,4,0,0,33,3,-999
5330,44.181,-0.5128,RCP4.5,H1,2,0,0,-999,4,0,0,0,0,-999
5330,44.181,-0.5128,RCP4.5,H1,3,19,4,0,23,2,0,22,1,0
5330,44.181,-0.5128,RCP4.5,H1,4,14,2,-999,6,0,0,34,3,-999
5331,44.1836,-0.4129,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5331,44.1836,-0.4129,RCP4.5,H1,3,19,4,0,23,3,0,22,1,0
5331,44.1836,-0.4129,RCP4.5,H1,4,14,2,-999,6,0,0,34,3,-999
5332,44.1861,-0.313,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5332,44.1861,-0.313,RCP4.5,H1,3,19,4,0,23,3,0,21,1,0
5332,44.1861,-0.313,RCP4.5,H1,4,14,2,-999,6,0,0,32,2,-999
5333,44.1885,-0.2131,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5333,44.1885,-0.2131,RCP4.5,H1,3,19,3,0,22,3,0,20,1,0
5333,44.1885,-0.2131,RCP4.5,H1,4,13,2,-999,6,0,0,30,1,-999
5466,44.2324,-1.2163,RCP4.5,H1,2,0,0,-999,2,0,0,0,0,-999
5466,44.2324,-1.2163,RCP4.5,H1,3,19,5,0,19,1,0,30,3,0
5466,44.2324,-1.2163,RCP4.5,H1,4,12,2,-999,4,0,0,32,2,-999
5467,44.2356,-1.1164,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5467,44.2356,-1.1164,RCP4.5,H1,3,18,5,0,19,1,0,24,2,0
5467,44.2356,-1.1164,RCP4.5,H1,4,12,1,-999,4,0,0,25,2,-999
5468,44.2387,-1.0164,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5468,44.2387,-1.0164,RCP4.5,H1,3,16,5,0,19,1,0,23,2,0
5468,44.2387,-1.0164,RCP4.5,H1,4,11,1,-999,4,0,0,26,2,-999
5469,44.2418,-0.9164,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5469,44.2418,-0.9164,RCP4.5,H1,3,17,4,0,19,1,0,22,2,0
5469,44.2418,-0.9164,RCP4.5,H1,4,11,1,-999,4,0,0,25,2,-999
5470,44.2447,-0.8165,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5470,44.2447,-0.8165,RCP4.5,H1,3,16,4,0,19,1,0,23,2,0
5470,44.2447,-0.8165,RCP4.5,H1,4,11,1,-999,4,0,0,28,2,-999
5471,44.2475,-0.7165,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5471,44.2475,-0.7165,RCP4.5,H1,3,18,4,0,19,2,0,22,2,0
5471,44.2475,-0.7165,RCP4.5,H1,4,11,1,-999,4,0,0,27,1,-999
5472,44.2503,-0.6165,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5472,44.2503,-0.6165,RCP4.5,H1,3,17,4,0,19,2,0,22,1,0
5472,44.2503,-0.6165,RCP4.5,H1,4,11,1,-999,4,0,0,26,2,-999
5473,44.2529,-0.5165,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5473,44.2529,-0.5165,RCP4.5,H1,3,18,3,0,20,2,0,23,1,0
5473,44.2529,-0.5165,RCP4.5,H1,4,12,1,-999,4,0,0,35,4,-999
5474,44.2555,-0.4164,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5474,44.2555,-0.4164,RCP4.5,H1,3,20,4,0,23,3,0,23,1,0
5474,44.2555,-0.4164,RCP4.5,H1,4,14,2,-999,6,0,0,34,3,-999
5476,44.2603,-0.2164,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5476,44.2603,-0.2164,RCP4.5,H1,4,14,2,-999,6,0,0,32,1,-999
5609,44.3043,-1.2209,RCP4.5,H1,2,0,0,-999,0,0,0,0,0,-999
5609,44.3043,-1.2209,RCP4.5,H1,3,7,1,0,7,0,0,30,3,0
5609,44.3043,-1.2209,RCP4.5,H1,4,5,1,-999,1,0,0,31,2,-999
5610,44.3075,-1.1208,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5610,44.3075,-1.1208,RCP4.5,H1,3,18,5,0,19,1,0,29,3,0
5610,44.3075,-1.1208,RCP4.5,H1,4,12,1,-999,4,0,0,31,2,-999
5611,44.3106,-1.0207,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5611,44.3106,-1.0207,RCP4.5,H1,3,18,5,0,18,1,0,23,2,0
5611,44.3106,-1.0207,RCP4.5,H1,4,12,1,-999,4,0,0,27,2,-999
5612,44.3136,-0.9206,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5612,44.3136,-0.9206,RCP4.5,H1,3,17,4,0,19,1,0,22,2,0
5612,44.3136,-0.9206,RCP4.5,H1,4,11,1,-999,4,0,0,26,2,-999
5613,44.3166,-0.8205,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5613,44.3166,-0.8205,RCP4.5,H1,3,17,4,0,19,1,0,23,2,0
5613,44.3166,-0.8205,RCP4.5,H1,4,11,1,-999,4,0,0,28,2,-999
5614,44.3194,-0.7204,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5614,44.3194,-0.7204,RCP4.5,H1,3,18,4,0,20,2,0,22,2,0
5614,44.3194,-0.7204,RCP4.5,H1,4,11,1,-999,4,0,0,28,1,-999
5615,44.3222,-0.6202,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5615,44.3222,-0.6202,RCP4.5,H1,3,18,4,0,20,2,0,22,1,0
5615,44.3222,-0.6202,RCP4.5,H1,4,12,1,-999,4,0,0,28,1,-999
5616,44.3248,-0.5201,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5616,44.3248,-0.5201,RCP4.5,H1,3,17,4,0,20,2,0,22,1,0
5616,44.3248,-0.5201,RCP4.5,H1,4,12,0,-999,4,0,0,27,0,-999
5752,44.3761,-1.2254,RCP4.5,H1,2,0,0,-999,0,0,0,0,0,-999
5752,44.3761,-1.2254,RCP4.5,H1,3,5,1,0,6,0,0,30,3,0
5752,44.3761,-1.2254,RCP4.5,H1,4,4,0,-999,1,0,0,31,2,-999
5753,44.3793,-1.1252,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5753,44.3793,-1.1252,RCP4.5,H1,3,18,5,0,19,1,0,29,3,0
5753,44.3793,-1.1252,RCP4.5,H1,4,12,1,-999,4,0,0,31,2,-999
5754,44.3825,-1.025,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5754,44.3825,-1.025,RCP4.5,H1,3,17,5,0,19,2,0,23,2,0
5754,44.3825,-1.025,RCP4.5,H1,4,12,1,-999,5,0,0,25,2,-999
5755,44.3855,-0.9248,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5755,44.3855,-0.9248,RCP4.5,H1,3,16,5,0,19,1,0,22,2,0
5755,44.3855,-0.9248,RCP4.5,H1,4,12,1,-999,4,0,0,25,2,-999
5756,44.3884,-0.8245,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5756,44.3884,-0.8245,RCP4.5,H1,3,16,5,0,19,1,0,23,2,0
5756,44.3884,-0.8245,RCP4.5,H1,4,11,1,-999,4,0,0,27,2,-999
5757,44.3913,-0.7243,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5757,44.3913,-0.7243,RCP4.5,H1,3,17,5,0,20,2,0,24,2,0
5757,44.3913,-0.7243,RCP4.5,H1,4,12,1,-999,4,0,0,28,1,-999
5758,44.394,-0.624,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5758,44.394,-0.624,RCP4.5,H1,3,18,5,0,20,2,0,23,2,0
5758,44.394,-0.624,RCP4.5,H1,4,13,0,-999,4,0,0,28,1,-999
5895,44.448,-1.23,RCP4.5,H1,2,0,0,-999,0,0,0,0,0,-999
5895,44.448,-1.23,RCP4.5,H1,3,5,0,0,4,0,0,29,2,0
5895,44.448,-1.23,RCP4.5,H1,4,4,0,-999,1,0,0,31,2,-999
5896,44.4512,-1.1296,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5896,44.4512,-1.1296,RCP4.5,H1,3,17,5,0,17,2,0,30,3,0
5896,44.4512,-1.1296,RCP4.5,H1,4,11,2,-999,5,0,0,30,3,-999
5897,44.4543,-1.0293,RCP4.5,H1,2,0,0,-999,3,0,0,0,0,-999
5897,44.4543,-1.0293,RCP4.5,H1,3,17,5,0,19,2,0,24,2,0
5897,44.4543,-1.0293,RCP4.5,H1,4,13,1,-999,5,0,0,26,2,-999
4034,43.5074,-1.369,RCP4.5,H2,2,0,0,-999,1,0,0,0,0,-999
4034,43.5074,-1.369,RCP4.5,H2,3,12,1,0,8,0,0,29,1,0
4034,43.5074,-1.369,RCP4.5,H2,4,5,1,-999,2,0,0,25,1,-999
4035,43.5107,-1.2704,RCP4.5,H2,2,0,0,-999,1,0,0,0,0,-999
4035,43.5107,-1.2704,RCP4.5,H2,3,19,3,0,10,0,0,29,2,0
4035,43.5107,-1.2704,RCP4.5,H2,4,11,2,-999,2,0,0,25,1,-999
4037,43.5171,-1.073,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4037,43.5171,-1.073,RCP4.5,H2,3,18,3,0,12,1,0,25,1,0
4037,43.5171,-1.073,RCP4.5,H2,4,8,1,-999,2,0,0,21,1,-999
4176,43.5758,-1.4725,RCP4.5,H2,2,1,0,-999,7,0,0,0,0,-999
4176,43.5758,-1.4725,RCP4.5,H2,3,27,21,9,58,14,2,30,2,0
4176,43.5758,-1.4725,RCP4.5,H2,4,20,11,-999,18,1,0,25,1,-999
4177,43.5792,-1.3737,RCP4.5,H2,2,0,0,-999,1,0,0,0,0,-999
4177,43.5792,-1.3737,RCP4.5,H2,4,11,2,-999,2,0,0,25,1,-999
4178,43.5825,-1.2749,RCP4.5,H2,2,0,0,-999,1,0,0,0,0,-999
4178,43.5825,-1.2749,RCP4.5,H2,3,19,3,0,10,0,0,29,2,0
4178,43.5825,-1.2749,RCP4.5,H2,4,11,2,-999,2,0,0,25,1,-999
4179,43.5858,-1.1761,RCP4.5,H2,2,0,0,-999,1,0,0,0,0,-999
4179,43.5858,-1.1761,RCP4.5,H2,3,20,3,0,14,1,0,28,2,0
4179,43.5858,-1.1761,RCP4.5,H2,4,12,2,-999,3,0,0,24,1,-999
4180,43.589,-1.0773,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4180,43.589,-1.0773,RCP4.5,H2,3,19,4,0,15,1,0,27,1,0
4180,43.589,-1.0773,RCP4.5,H2,4,11,2,-999,4,0,0,23,1,-999
4181,43.592,-0.9784,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4181,43.592,-0.9784,RCP4.5,H2,3,18,3,0,15,1,0,26,1,0
4181,43.592,-0.9784,RCP4.5,H2,4,10,1,-999,3,0,0,21,1,-999
4182,43.595,-0.8796,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4182,43.595,-0.8796,RCP4.5,H2,3,18,3,0,15,1,0,26,1,0
4182,43.595,-0.8796,RCP4.5,H2,4,9,1,-999,4,0,0,20,2,-999
4183,43.5979,-0.7807,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4183,43.5979,-0.7807,RCP4.5,H2,3,17,4,0,15,1,0,26,1,0
4183,43.5979,-0.7807,RCP4.5,H2,4,7,2,-999,3,0,0,20,2,-999
4184,43.6007,-0.6819,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4184,43.6007,-0.6819,RCP4.5,H2,3,18,4,0,16,1,0,34,2,0
4184,43.6007,-0.6819,RCP4.5,H2,4,7,2,-999,3,0,0,37,2,-999
4185,43.6034,-0.583,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4185,43.6034,-0.583,RCP4.5,H2,3,23,5,0,18,1,0,31,1,0
4185,43.6034,-0.583,RCP4.5,H2,4,12,3,-999,5,0,0,33,2,-999
4186,43.6061,-0.4841,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4186,43.6061,-0.4841,RCP4.5,H2,3,22,5,0,18,1,0,29,1,0
4186,43.6061,-0.4841,RCP4.5,H2,4,9,2,-999,4,0,0,30,2,-999
4187,43.6086,-0.3852,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4187,43.6086,-0.3852,RCP4.5,H2,3,22,4,0,17,1,0,27,1,0
4187,43.6086,-0.3852,RCP4.5,H2,4,9,2,-999,4,0,0,26,2,-999
4188,43.6111,-0.2863,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4188,43.6111,-0.2863,RCP4.5,H2,3,20,3,0,16,1,0,25,0,0
4188,43.6111,-0.2863,RCP4.5,H2,4,8,2,-999,4,0,0,21,1,-999
4320,43.651,-1.3784,RCP4.5,H2,2,0,0,-999,1,0,0,0,0,-999
4320,43.651,-1.3784,RCP4.5,H2,3,20,3,0,10,0,0,30,2,0
4320,43.651,-1.3784,RCP4.5,H2,4,11,2,-999,2,0,0,23,2,-999
4321,43.6544,-1.2795,RCP4.5,H2,2,0,0,-999,1,0,0,0,0,-999
4321,43.6544,-1.2795,RCP4.5,H2,3,20,4,0,12,1,0,28,2,0
4321,43.6544,-1.2795,RCP4.5,H2,4,11,1,-999,3,0,0,23,1,-999
4322,43.6576,-1.1805,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4322,43.6576,-1.1805,RCP4.5,H2,3,20,4,0,15,1,0,29,2,0
4322,43.6576,-1.1805,RCP4.5,H2,4,12,1,-999,4,0,0,24,2,-999
4323,43.6608,-1.0816,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4323,43.6608,-1.0816,RCP4.5,H2,3,20,4,0,16,1,0,29,2,0
4323,43.6608,-1.0816,RCP4.5,H2,4,12,2,-999,4,0,0,24,2,-999
4324,43.6639,-0.9826,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4324,43.6639,-0.9826,RCP4.5,H2,3,20,4,0,16,1,0,29,2,0
4324,43.6639,-0.9826,RCP4.5,H2,4,12,2,-999,4,0,0,23,2,-999
4325,43.6669,-0.8837,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4325,43.6669,-0.8837,RCP4.5,H2,3,18,4,0,17,1,0,28,2,0
4325,43.6669,-0.8837,RCP4.5,H2,4,10,2,-999,5,0,0,23,2,-999
4326,43.6698,-0.7847,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4326,43.6698,-0.7847,RCP4.5,H2,3,19,4,0,17,1,0,27,2,0
4326,43.6698,-0.7847,RCP4.5,H2,4,8,2,-999,5,0,0,22,2,-999
4327,43.6726,-0.6857,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4327,43.6726,-0.6857,RCP4.5,H2,3,18,4,0,17,1,0,34,2,0
4327,43.6726,-0.6857,RCP4.5,H2,4,8,2,-999,4,0,0,37,2,-999
4328,43.6753,-0.5867,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4328,43.6753,-0.5867,RCP4.5,H2,3,23,5,0,18,1,0,31,1,0
4328,43.6753,-0.5867,RCP4.5,H2,4,12,3,-999,5,0,0,33,2,-999
4329,43.6779,-0.4877,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4329,43.6779,-0.4877,RCP4.5,H2,3,22,5,0,18,1,0,31,1,0
4329,43.6779,-0.4877,RCP4.5,H2,4,9,2,-999,4,0,0,33,2,-999
4330,43.6805,-0.3887,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4330,43.6805,-0.3887,RCP4.5,H2,3,22,5,0,18,1,0,27,1,0
4330,43.6805,-0.3887,RCP4.5,H2,4,9,2,-999,4,0,0,26,2,-999
4331,43.6829,-0.2896,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4331,43.6829,-0.2896,RCP4.5,H2,4,8,2,-999,4,0,0,26,2,-999
4463,43.7228,-1.3831,RCP4.5,H2,2,1,0,-999,4,0,0,0,0,-999
4463,43.7228,-1.3831,RCP4.5,H2,3,27,24,9,51,7,0,26,1,0
4463,43.7228,-1.3831,RCP4.5,H2,4,20,10,-999,14,1,0,23,2,-999
4464,43.7262,-1.284,RCP4.5,H2,2,0,0,-999,1,0,0,0,0,-999
4464,43.7262,-1.284,RCP4.5,H2,3,17,3,0,11,0,0,29,2,0
4464,43.7262,-1.284,RCP4.5,H2,4,11,1,-999,3,0,0,23,1,-999
4465,43.7295,-1.185,RCP4.5,H2,2,0,0,-999,1,0,0,0,0,-999
4465,43.7295,-1.185,RCP4.5,H2,3,19,4,0,12,0,0,28,2,0
4465,43.7295,-1.185,RCP4.5,H2,4,10,1,-999,3,0,0,23,1,-999
4466,43.7326,-1.0859,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4466,43.7326,-1.0859,RCP4.5,H2,3,19,4,0,16,1,0,29,2,0
4466,43.7326,-1.0859,RCP4.5,H2,4,11,2,-999,4,0,0,24,2,-999
4467,43.7357,-0.9868,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4467,43.7357,-0.9868,RCP4.5,H2,3,20,4,0,16,1,0,29,2,0
4467,43.7357,-0.9868,RCP4.5,H2,4,12,2,-999,4,0,0,24,2,-999
4468,43.7387,-0.8877,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4468,43.7387,-0.8877,RCP4.5,H2,3,19,4,0,17,1,0,37,3,0
4468,43.7387,-0.8877,RCP4.5,H2,4,10,2,-999,5,0,0,39,4,-999
4469,43.7416,-0.7886,RCP4.5,H2,2,0,0,-999,3,0,0,0,0,-999
4469,43.7416,-0.7886,RCP4.5,H2,3,26,6,1,24,2,0,36,3,0
4469,43.7416,-0.7886,RCP4.5,H2,4,17,3,-999,6,0,0,38,4,-999
4470,43.7444,-0.6895,RCP4.5,H2,2,0,0,-999,3,0,0,0,0,-999
4470,43.7444,-0.6895,RCP4.5,H2,3,26,6,1,24,2,0,35,3,0
4470,43.7444,-0.6895,RCP4.5,H2,4,16,3,-999,6,0,0,35,3,-999
4471,43.7472,-0.5904,RCP4.5,H2,2,0,0,-999,3,0,0,0,0,-999
4471,43.7472,-0.5904,RCP4.5,H2,3,25,6,1,23,2,0,32,2,0
4471,43.7472,-0.5904,RCP4.5,H2,4,14,3,-999,5,0,0,34,2,-999
4472,43.7498,-0.4912,RCP4.5,H2,2,0,0,-999,3,0,0,0,0,-999
4472,43.7498,-0.4912,RCP4.5,H2,3,24,4,1,22,2,0,31,2,0
4472,43.7498,-0.4912,RCP4.5,H2,4,13,2,-999,5,0,0,33,2,-999
4473,43.7523,-0.3921,RCP4.5,H2,2,0,0,-999,3,0,0,0,0,-999
4473,43.7523,-0.3921,RCP4.5,H2,3,24,4,1,22,2,0,29,1,0
4473,43.7523,-0.3921,RCP4.5,H2,4,12,2,-999,5,0,0,29,2,-999
4474,43.7548,-0.293,RCP4.5,H2,2,0,0,-999,3,0,0,0,0,-999
4474,43.7548,-0.293,RCP4.5,H2,3,22,4,0,21,2,0,29,1,0
4474,43.7548,-0.293,RCP4.5,H2,4,10,2,-999,5,0,0,28,2,-999
4606,43.7947,-1.3878,RCP4.5,H2,2,0,0,-999,3,0,0,0,0,-999
4606,43.7947,-1.3878,RCP4.5,H2,3,29,23,9,56,9,1,27,2,0
4606,43.7947,-1.3878,RCP4.5,H2,4,19,10,-999,14,1,0,23,2,-999
4607,43.798,-1.2886,RCP4.5,H2,2,0,0,-999,1,0,0,0,0,-999
4607,43.798,-1.2886,RCP4.5,H2,3,18,3,0,11,0,0,26,1,0
4607,43.798,-1.2886,RCP4.5,H2,4,11,1,-999,4,0,0,23,2,-999
4608,43.8013,-1.1894,RCP4.5,H2,2,0,0,-999,1,0,0,0,0,-999
4608,43.8013,-1.1894,RCP4.5,H2,3,17,3,0,11,0,0,32,2,0
4608,43.8013,-1.1894,RCP4.5,H2,4,11,1,-999,3,0,0,29,2,-999
4609,43.8045,-1.0902,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4609,43.8045,-1.0902,RCP4.5,H2,3,21,6,0,20,1,0,32,2,0
4609,43.8045,-1.0902,RCP4.5,H2,4,14,2,-999,5,0,0,28,3,-999
4610,43.8076,-0.991,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4610,43.8076,-0.991,RCP4.5,H2,3,22,6,0,20,1,0,33,2,0
4610,43.8076,-0.991,RCP4.5,H2,4,13,3,-999,6,0,0,29,3,-999
4611,43.8106,-0.8918,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4611,43.8106,-0.8918,RCP4.5,H2,3,22,6,0,21,1,0,37,3,0
4611,43.8106,-0.8918,RCP4.5,H2,4,14,3,-999,6,0,0,37,5,-999
4612,43.8135,-0.7926,RCP4.5,H2,2,0,0,-999,3,0,0,0,0,-999
4612,43.8135,-0.7926,RCP4.5,H2,3,26,6,1,24,2,0,36,3,0
4612,43.8135,-0.7926,RCP4.5,H2,4,17,3,-999,7,0,0,37,5,-999
4613,43.8163,-0.6933,RCP4.5,H2,2,0,0,-999,3,0,0,0,0,-999
4613,43.8163,-0.6933,RCP4.5,H2,3,25,6,1,24,2,0,34,2,0
4613,43.8163,-0.6933,RCP4.5,H2,4,17,3,-999,7,0,0,34,3,-999
4614,43.819,-0.5941,RCP4.5,H2,2,0,0,-999,3,0,0,0,0,-999
4614,43.819,-0.5941,RCP4.5,H2,3,24,5,1,23,2,0,32,2,0
4614,43.819,-0.5941,RCP4.5,H2,4,14,3,-999,6,0,0,33,2,-999
4615,43.8217,-0.4948,RCP4.5,H2,2,0,0,-999,3,0,0,0,0,-999
4615,43.8217,-0.4948,RCP4.5,H2,3,22,5,1,22,2,0,32,2,0
4615,43.8217,-0.4948,RCP4.5,H2,4,14,2,-999,6,0,0,32,2,-999
4616,43.8242,-0.3956,RCP4.5,H2,2,0,0,-999,3,0,0,0,0,-999
4616,43.8242,-0.3956,RCP4.5,H2,4,14,2,-999,6,0,0,29,2,-999
4617,43.8267,-0.2963,RCP4.5,H2,2,0,0,-999,3,0,0,0,0,-999
4617,43.8267,-0.2963,RCP4.5,H2,3,22,4,0,21,2,0,37,3,0
4617,43.8267,-0.2963,RCP4.5,H2,4,10,2,-999,5,0,0,38,4,-999
4750,43.8699,-1.2932,RCP4.5,H2,2,0,0,-999,1,0,0,0,0,-999
4750,43.8699,-1.2932,RCP4.5,H2,3,18,3,0,11,0,0,25,1,0
4750,43.8699,-1.2932,RCP4.5,H2,4,12,1,-999,4,0,0,22,2,-999
4751,43.8731,-1.1939,RCP4.5,H2,2,0,0,-999,1,0,0,0,0,-999
4751,43.8731,-1.1939,RCP4.5,H2,3,16,4,0,12,1,0,29,2,0
4751,43.8731,-1.1939,RCP4.5,H2,4,9,1,-999,4,0,0,28,2,-999
4752,43.8763,-1.0945,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4752,43.8763,-1.0945,RCP4.5,H2,3,19,5,0,18,1,0,30,2,0
4752,43.8763,-1.0945,RCP4.5,H2,4,13,2,-999,5,0,0,25,3,-999
4753,43.8794,-0.9952,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4753,43.8794,-0.9952,RCP4.5,H2,3,20,5,0,19,1,0,30,2,0
4753,43.8794,-0.9952,RCP4.5,H2,4,12,2,-999,6,0,0,25,3,-999
4754,43.8824,-0.8959,RCP4.5,H2,2,0,0,-999,2,0,0,0,0,-999
4754,43.8824,-0.8959,RCP4.5,H2,3,20,5,0,19,1,0,32,2,0
4754,43.8824,-0.8959,RCP4.5,H2,4,12,2,-999,6,0,0,28,3,-999
4755,43.8853,-0.7965,RCP4.5,H2,2,0,0,-999,3,0,0,0,0,-999
4755,43.8853,-0.7965,RCP4.5,H2,3,20,5,1,21,2,0,32,2,0
4755,43.8853,-0.7965,RCP4.5,H2,4,13,3,-999,6,0,0,26,3,-999
4756,43.8882,-0.6972,RCP4.5,H2,2,0,0,-999,3,0,0,0,0,-999
4756,43.8882,-0.6972,RCP4.5,H2,3,22,5,1,20,2,0,35,3,0
4756,43.8882,-0.6972,RCP4.5,H2,4,12,3,-999,6,0,0,35,4,-999
4757,43.8909,-0.5978,RCP4.5,H2,2,0,0,-999,3,0,0,0,0,-999
4757,43.8909,-0.5978,RCP4.5,H2,3,25,5,1,23,3,0,33,2,0
