Point,Latitude,Longitude,Contexte,Période,Saison,NORNSV23,NORNSV24,NORNSV25,NORIFM20,NORIFM40,NORIFM60,NORIS400,NORIS700,NORIS1000
4322,43.6576,-1.1805,RCP4.5,H3,4,14,1,-999,5,0,0,28,1,-999
4323,43.6608,-1.0816,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4323,43.6608,-1.0816,RCP4.5,H3,3,18,4,0,15,1,0,25,2,0
4323,43.6608,-1.0816,RCP4.5,H3,4,13,2,-999,5,0,0,28,1,-999
4324,43.6639,-0.9826,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4324,43.6639,-0.9826,RCP4.5,H3,4,13,2,-999,5,0,0,26,2,-999
4325,43.6669,-0.8837,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4325,43.6669,-0.8837,RCP4.5,H3,3,17,4,0,16,1,0,24,1,0
4325,43.6669,-0.8837,RCP4.5,H3,4,12,2,-999,5,0,0,26,1,-999
4326,43.6698,-0.7847,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4326,43.6698,-0.7847,RCP4.5,H3,3,15,4,0,16,1,0,23,1,0
4326,43.6698,-0.7847,RCP4.5,H3,4,12,2,-999,6,0,0,26,1,-999
4327,43.6726,-0.6857,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4327,43.6726,-0.6857,RCP4.5,H3,3,15,4,0,16,1,0,30,2,0
4327,43.6726,-0.6857,RCP4.5,H3,4,12,2,-999,5,0,0,35,4,-999
4328,43.6753,-0.5867,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4328,43.6753,-0.5867,RCP4.5,H3,3,18,5,0,17,1,0,28,1,0
4328,43.6753,-0.5867,RCP4.5,H3,4,17,4,-999,6,0,0,34,2,-999
4329,43.6779,-0.4877,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4329,43.6779,-0.4877,RCP4.5,H3,3,18,4,0,17,1,0,28,1,0
4329,43.6779,-0.4877,RCP4.5,H3,4,16,3,-999,6,0,0,34,2,-999
4330,43.6805,-0.3887,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4330,43.6805,-0.3887,RCP4.5,H3,3,18,4,0,17,1,0,25,2,0
4330,43.6805,-0.3887,RCP4.5,H3,4,16,3,-999,6,0,0,33,2,-999
4331,43.6829,-0.2896,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4331,43.6829,-0.2896,RCP4.5,H3,3,17,4,0,16,1,0,24,1,0
4331,43.6829,-0.2896,RCP4.5,H3,4,15,3,-999,6,0,0,32,2,-999
4463,43.7228,-1.3831,RCP4.5,H3,2,2,0,-999,7,0,0,0,0,-999
4463,43.7228,-1.3831,RCP4.5,H3,3,30,23,7,48,6,0,25,1,0
4463,43.7228,-1.3831,RCP4.5,H3,4,18,11,-999,14,1,0,29,1,-999
4464,43.7262,-1.284,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4464,43.7262,-1.284,RCP4.5,H3,3,17,2,0,9,0,0,25,2,0
4464,43.7262,-1.284,RCP4.5,H3,4,12,1,-999,3,0,0,27,1,-999
4465,43.7295,-1.185,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4465,43.7295,-1.185,RCP4.5,H3,3,17,3,0,10,0,0,25,2,0
4465,43.7295,-1.185,RCP4.5,H3,4,12,1,-999,4,0,0,27,1,-999
4466,43.7326,-1.0859,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4466,43.7326,-1.0859,RCP4.5,H3,3,17,4,0,15,1,0,26,2,0
4466,43.7326,-1.0859,RCP4.5,H3,4,12,2,-999,5,0,0,28,1,-999
4467,43.7357,-0.9868,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4467,43.7357,-0.9868,RCP4.5,H3,3,18,4,0,15,1,0,26,2,0
4467,43.7357,-0.9868,RCP4.5,H3,4,13,2,-999,5,0,0,27,2,-999
4468,43.7387,-0.8877,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4468,43.7387,-0.8877,RCP4.5,H3,3,18,4,0,16,1,0,33,3,0
4468,43.7387,-0.8877,RCP4.5,H3,4,12,2,-999,6,0,0,40,8,-999
4469,43.7416,-0.7886,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4469,43.7416,-0.7886,RCP4.5,H3,3,21,6,1,22,2,0,32,3,0
4469,43.7416,-0.7886,RCP4.5,H3,4,17,5,-999,8,0,0,40,7,-999
4470,43.7444,-0.6895,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4470,43.7444,-0.6895,RCP4.5,H3,3,21,6,1,22,2,0,31,3,0
4470,43.7444,-0.6895,RCP4.5,H3,4,17,5,-999,8,0,0,38,5,-999
4471,43.7472,-0.5904,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4471,43.7472,-0.5904,RCP4.5,H3,3,20,6,0,21,2,0,29,2,0
4471,43.7472,-0.5904,RCP4.5,H3,4,16,4,-999,7,0,0,36,4,-999
4472,43.7498,-0.4912,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4472,43.7498,-0.4912,RCP4.5,H3,3,18,6,0,20,2,0,28,2,0
4472,43.7498,-0.4912,RCP4.5,H3,4,16,4,-999,7,0,0,35,3,-999
4473,43.7523,-0.3921,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4473,43.7523,-0.3921,RCP4.5,H3,3,17,5,0,20,2,0,25,2,0
4473,43.7523,-0.3921,RCP4.5,H3,4,16,3,-999,7,0,0,34,3,-999
4474,43.7548,-0.293,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4474,43.7548,-0.293,RCP4.5,H3,3,16,5,0,19,2,0,24,2,0
4474,43.7548,-0.293,RCP4.5,H3,4,15,3,-999,7,0,0,32,3,-999
4606,43.7947,-1.3878,RCP4.5,H3,2,2,0,-999,7,0,0,0,0,-999
4606,43.7947,-1.3878,RCP4.5,H3,3,31,22,8,53,8,0,25,1,0
4606,43.7947,-1.3878,RCP4.5,H3,4,16,11,-999,14,1,0,29,1,-999
4607,43.798,-1.2886,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4607,43.798,-1.2886,RCP4.5,H3,3,18,2,0,9,0,0,25,1,0
4607,43.798,-1.2886,RCP4.5,H3,4,12,1,-999,3,0,0,28,1,-999
4608,43.8013,-1.1894,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4608,43.8013,-1.1894,RCP4.5,H3,3,17,2,0,9,0,0,28,2,0
4608,43.8013,-1.1894,RCP4.5,H3,4,12,1,-999,3,0,0,31,2,-999
4609,43.8045,-1.0902,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4609,43.8045,-1.0902,RCP4.5,H3,4,14,3,-999,6,0,0,33,4,-999
4610,43.8076,-0.991,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4610,43.8076,-0.991,RCP4.5,H3,3,21,5,1,19,1,0,30,2,0
4610,43.8076,-0.991,RCP4.5,H3,4,14,3,-999,6,0,0,34,4,-999
4611,43.8106,-0.8918,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4611,43.8106,-0.8918,RCP4.5,H3,3,22,5,1,19,1,0,34,3,0
4611,43.8106,-0.8918,RCP4.5,H3,4,14,3,-999,6,0,0,43,9,-999
4612,43.8135,-0.7926,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4612,43.8135,-0.7926,RCP4.5,H3,3,22,6,1,23,2,0,33,3,0
4612,43.8135,-0.7926,RCP4.5,H3,4,18,5,-999,8,0,0,42,8,-999
4613,43.8163,-0.6933,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4613,43.8163,-0.6933,RCP4.5,H3,3,21,6,1,22,2,0,31,3,0
4613,43.8163,-0.6933,RCP4.5,H3,4,18,5,-999,8,0,0,40,6,-999
4614,43.819,-0.5941,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4614,43.819,-0.5941,RCP4.5,H3,3,18,6,0,21,2,0,28,2,0
4614,43.819,-0.5941,RCP4.5,H3,4,17,4,-999,7,0,0,37,4,-999
4615,43.8217,-0.4948,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4615,43.8217,-0.4948,RCP4.5,H3,3,16,6,0,21,2,0,28,2,0
4615,43.8217,-0.4948,RCP4.5,H3,4,15,4,-999,7,0,0,37,4,-999
4616,43.8242,-0.3956,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4616,43.8242,-0.3956,RCP4.5,H3,3,16,6,0,21,2,0,25,2,0
4616,43.8242,-0.3956,RCP4.5,H3,4,15,4,-999,7,0,0,34,3,-999
4617,43.8267,-0.2963,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4617,43.8267,-0.2963,RCP4.5,H3,3,16,5,0,20,2,0,32,3,0
4617,43.8267,-0.2963,RCP4.5,H3,4,15,3,-999,7,0,0,40,5,-999
4750,43.8699,-1.2932,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4750,43.8699,-1.2932,RCP4.5,H3,3,18,2,0,9,0,0,23,1,0
4750,43.8699,-1.2932,RCP4.5,H3,4,12,1,-999,3,0,0,22,1,-999
4751,43.8731,-1.1939,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4751,43.8731,-1.1939,RCP4.5,H3,3,16,2,0,10,1,0,27,2,0
4751,43.8731,-1.1939,RCP4.5,H3,4,10,1,-999,4,0,0,31,2,-999
4752,43.8763,-1.0945,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4752,43.8763,-1.0945,RCP4.5,H3,3,20,3,1,16,1,0,28,2,0
4752,43.8763,-1.0945,RCP4.5,H3,4,14,1,-999,6,0,0,30,2,-999
4753,43.8794,-0.9952,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4753,43.8794,-0.9952,RCP4.5,H3,3,20,4,1,18,1,0,28,2,0
4753,43.8794,-0.9952,RCP4.5,H3,4,14,2,-999,6,0,0,30,2,-999
4754,43.8824,-0.8959,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4754,43.8824,-0.8959,RCP4.5,H3,3,20,4,1,18,1,0,29,2,0
4754,43.8824,-0.8959,RCP4.5,H3,4,14,2,-999,6,0,0,32,3,-999
4755,43.8853,-0.7965,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4755,43.8853,-0.7965,RCP4.5,H3,3,20,5,0,18,2,0,27,3,0
4755,43.8853,-0.7965,RCP4.5,H3,4,14,3,-999,6,0,0,32,3,-999
4756,43.8882,-0.6972,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4756,43.8882,-0.6972,RCP4.5,H3,3,17,6,0,19,2,0,31,3,0
4756,43.8882,-0.6972,RCP4.5,H3,4,14,3,-999,6,0,0,41,6,-999
4757,43.8909,-0.5978,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4757,43.8909,-0.5978,RCP4.5,H3,3,19,6,0,22,2,0,29,2,0
4757,43.8909,-0.5978,RCP4.5,H3,4,18,4,-999,8,0,0,37,4,-999
4758,43.8935,-0.4984,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4758,43.8935,-0.4984,RCP4.5,H3,3,17,6,0,21,2,0,28,2,0
4758,43.8935,-0.4984,RCP4.5,H3,4,15,4,-999,7,0,0,37,4,-999
4759,43.8961,-0.399,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4759,43.8961,-0.399,RCP4.5,H3,3,16,6,0,21,2,0,25,1,0
4759,43.8961,-0.399,RCP4.5,H3,4,15,4,-999,7,0,0,34,2,-999
4760,43.8985,-0.2996,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4760,43.8985,-0.2996,RCP4.5,H3,3,16,5,0,20,2,0,33,3,0
4760,43.8985,-0.2996,RCP4.5,H3,4,15,3,-999,7,0,0,43,5,-999
4893,43.9417,-1.2978,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4893,43.9417,-1.2978,RCP4.5,H3,3,17,2,0,10,1,0,23,1,0
4893,43.9417,-1.2978,RCP4.5,H3,4,10,1,-999,4,0,0,22,1,-999
4894,43.945,-1.1983,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4894,43.945,-1.1983,RCP4.5,H3,3,16,2,0,10,1,0,22,1,0
4894,43.945,-1.1983,RCP4.5,H3,4,10,1,-999,4,0,0,21,1,-999
4895,43.9482,-1.0989,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4895,43.9482,-1.0989,RCP4.5,H3,3,15,2,0,10,1,0,28,2,0
4895,43.9482,-1.0989,RCP4.5,H3,4,10,1,-999,4,0,0,30,2,-999
4896,43.9513,-0.9994,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4896,43.9513,-0.9994,RCP4.5,H3,4,14,2,-999,6,0,0,30,2,-999
4897,43.9543,-0.9,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
4897,43.9543,-0.9,RCP4.5,H3,3,19,4,1,17,1,0,28,2,0
4897,43.9543,-0.9,RCP4.5,H3,4,14,2,-999,6,0,0,31,2,-999
4898,43.9572,-0.8005,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4898,43.9572,-0.8005,RCP4.5,H3,3,19,4,0,18,1,0,27,2,0
4898,43.9572,-0.8005,RCP4.5,H3,4,14,3,-999,6,0,0,29,2,-999
4899,43.96,-0.701,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4899,43.96,-0.701,RCP4.5,H3,3,17,6,0,18,1,0,30,3,0
4899,43.96,-0.701,RCP4.5,H3,4,13,3,-999,6,0,0,40,5,-999
4900,43.9628,-0.6015,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4900,43.9628,-0.6015,RCP4.5,H3,3,19,6,0,21,2,0,28,2,0
4900,43.9628,-0.6015,RCP4.5,H3,4,17,4,-999,7,0,0,36,3,-999
4901,43.9654,-0.502,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4901,43.9654,-0.502,RCP4.5,H3,3,18,6,0,20,2,0,31,3,0
4901,43.9654,-0.502,RCP4.5,H3,4,14,4,-999,7,0,0,41,6,-999
4902,43.968,-0.4025,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
4902,43.968,-0.4025,RCP4.5,H3,3,20,6,0,24,3,0,28,2,0
4902,43.968,-0.4025,RCP4.5,H3,4,17,4,-999,8,1,0,37,4,-999
4903,43.9704,-0.303,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
4903,43.9704,-0.303,RCP4.5,H3,3,17,6,0,24,3,0,24,1,0
4903,43.9704,-0.303,RCP4.5,H3,4,16,4,-999,8,1,0,33,2,-999
4904,43.9728,-0.2034,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
4904,43.9728,-0.2034,RCP4.5,H3,3,16,5,0,23,3,0,30,2,0
4904,43.9728,-0.2034,RCP4.5,H3,4,13,3,-999,8,1,0,40,4,-999
4905,43.9751,-0.1039,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4905,43.9751,-0.1039,RCP4.5,H3,3,18,6,0,20,2,0,27,2,0
4905,43.9751,-0.1039,RCP4.5,H3,4,14,4,-999,7,0,0,36,3,-999
4906,43.9773,-0.0043,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
4906,43.9773,-0.0043,RCP4.5,H3,3,18,5,0,20,2,0,26,2,0
4906,43.9773,-0.0043,RCP4.5,H3,4,14,4,-999,7,0,0,35,3,-999
5036,44.0136,-1.3024,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5036,44.0136,-1.3024,RCP4.5,H3,3,14,2,0,20,1,0,22,1,0
5036,44.0136,-1.3024,RCP4.5,H3,4,10,2,-999,4,0,0,21,0,-999
5037,44.0168,-1.2028,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
5037,44.0168,-1.2028,RCP4.5,H3,3,14,2,0,9,0,0,21,1,0
5037,44.0168,-1.2028,RCP4.5,H3,4,9,1,-999,4,0,0,21,0,-999
5038,44.02,-1.1032,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
5038,44.02,-1.1032,RCP4.5,H3,3,13,2,0,9,0,0,27,2,0
5038,44.02,-1.1032,RCP4.5,H3,4,9,1,-999,4,0,0,29,2,-999
5039,44.0231,-1.0037,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5039,44.0231,-1.0037,RCP4.5,H3,3,20,4,0,17,1,0,27,2,0
5039,44.0231,-1.0037,RCP4.5,H3,4,13,2,-999,6,0,0,29,1,-999
5040,44.0261,-0.9041,RCP4.5,H3,2,0,0,-9 99,2,0,0,0,0,-999
5040,44.0261,-0.9041,RCP4.5,H3,3,19,4,0,17,1,0,27,2,0
5040,44.0261,-0.9041,RCP4.5,H3,4,13,2,-999,6,0,0,29,2,-999
5041,44.0291,-0.8045,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5041,44.0291,-0.8045,RCP4.5,H3,3,18,5,0,18,1,0,30,3,0
5041,44.0291,-0.8045,RCP4.5,H3,4,13,3,-999,6,0,0,33,4,-999
5042,44.0319,-0.7049,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5042,44.0319,-0.7049,RCP4.5,H3,3,20,6,1,21,2,0,32,3,0
5042,44.0319,-0.7049,RCP4.5,H3,4,14,4,-999,7,1,0,43,7,-999
5043,44.0346,-0.6052,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5043,44.0346,-0.6052,RCP4.5,H3,3,21,6,1,25,3,0,30,3,0
5043,44.0346,-0.6052,RCP4.5,H3,4,19,4,-999,8,1,0,41,6,-999
5044,44.0373,-0.5056,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5044,44.0373,-0.5056,RCP4.5,H3,3,20,6,0,25,3,0,27,2,0
5044,44.0373,-0.5056,RCP4.5,H3,4,18,4,-999,8,1,0,37,3,-999
5045,44.0398,-0.406,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5045,44.0398,-0.406,RCP4.5,H3,3,17,6,0,23,3,0,28,2,0
5045,44.0398,-0.406,RCP4.5,H3,4,16,4,-999,8,1,0,37,4,-999
5046,44.0423,-0.3063,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5046,44.0423,-0.3063,RCP4.5,H3,3,17,6,0,24,3,0,25,2,0
5046,44.0423,-0.3063,RCP4.5,H3,4,16,4,-999,8,1,0,34,2,-999
5047,44.0447,-0.2066,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5047,44.0447,-0.2066,RCP4.5,H3,3,17,5,0,23,3,0,29,2,0
5047,44.0447,-0.2066,RCP4.5,H3,4,14,3,-999,8,1,0,39,4,-999
5048,44.047,-0.107,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5048,44.047,-0.107,RCP4.5,H3,4,14,4,-999,7,0,0,35,3,-999
5049,44.0491,-0.0073,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5049,44.0491,-0.0073,RCP4.5,H3,3,18,5,0,20,2,0,26,2,0
5049,44.0491,-0.0073,RCP4.5,H3,4,14,4,-999,7,0,0,36,3,-999
5179,44.0854,-1.307,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5179,44.0854,-1.307,RCP4.5,H3,3,12,1,0,16,1,0,33,2,0
5179,44.0854,-1.307,RCP4.5,H3,4,8,1,-999,3,0,0,37,5,-999
5180,44.0887,-1.2073,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5180,44.0887,-1.2073,RCP4.5,H3,3,23,4,0,18,1,0,33,2,0
5180,44.0887,-1.2073,RCP4.5,H3,4,17,3,-999,7,0,0,36,4,-999
5181,44.0919,-1.1076,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5181,44.0919,-1.1076,RCP4.5,H3,3,22,3,0,17,1,0,30,2,0
5181,44.0919,-1.1076,RCP4.5,H3,4,16,3,-999,7,0,0,33,3,-999
5182,44.095,-1.0079,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5182,44.095,-1.0079,RCP4.5,H3,3,23,4,0,20,1,0,30,2,0
5182,44.095,-1.0079,RCP4.5,H3,4,15,3,-999,7,0,0,34,4,-999
5183,44.098,-0.9082,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5183,44.098,-0.9082,RCP4.5,H3,3,23,4,1,21,1,0,31,3,0
5183,44.098,-0.9082,RCP4.5,H3,4,14,3,-999,7,0,0,33,4,-999
5184,44.1009,-0.8085,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5184,44.1009,-0.8085,RCP4.5,H3,3,21,5,1,21,2,0,30,3,0
5184,44.1009,-0.8085,RCP4.5,H3,4,15,4,-999,7,1,0,33,4,-999
5185,44.1038,-0.7087,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5185,44.1038,-0.7087,RCP4.5,H3,3,19,6,1,21,2,0,29,3,0
5185,44.1038,-0.7087,RCP4.5,H3,4,14,4,-999,7,1,0,32,4,-999
5186,44.1065,-0.609,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5186,44.1065,-0.609,RCP4.5,H3,3,19,6,1,21,2,0,30,3,0
5186,44.1065,-0.609,RCP4.5,H3,4,14,4,-999,7,1,0,40,6,-999
5187,44.1092,-0.5092,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5187,44.1092,-0.5092,RCP4.5,H3,3,20,6,0,25,3,0,28,2,0
5187,44.1092,-0.5092,RCP4.5,H3,4,18,4,-999,8,1,0,37,5,-999
5188,44.1117,-0.4094,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5188,44.1117,-0.4094,RCP4.5,H3,3,18,6,0,24,3,0,27,2,0
5188,44.1117,-0.4094,RCP4.5,H3,4,17,4,-999,9,1,0,37,5,-999
5189,44.1142,-0.3097,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5189,44.1142,-0.3097,RCP4.5,H3,3,17,6,0,24,3,0,25,2,0
5189,44.1142,-0.3097,RCP4.5,H3,4,17,4,-999,8,1,0,35,3,-999
5190,44.1166,-0.2099,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5190,44.1166,-0.2099,RCP4.5,H3,3,16,5,0,24,3,0,22,1,0
5190,44.1166,-0.2099,RCP4.5,H3,4,14,3,-999,8,1,0,31,2,-999
5191,44.1188,-0.1101,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5191,44.1188,-0.1101,RCP4.5,H3,3,17,4,0,23,3,0,26,2,0
5191,44.1188,-0.1101,RCP4.5,H3,4,12,3,-999,8,1,0,36,4,-999
5192,44.121,-0.0103,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5192,44.121,-0.0103,RCP4.5,H3,3,18,5,0,20,2,0,25,1,0
5192,44.121,-0.0103,RCP4.5,H3,4,13,4,-999,7,0,0,33,3,-999
5193,44.1231,0.0895,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5193,44.1231,0.0895,RCP4.5,H3,3,18,4,0,20,2,0,27,1,0
5193,44.1231,0.0895,RCP4.5,H3,4,12,4,-999,7,0,0,39,3,-999
5323,44.1606,-1.2118,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5323,44.1606,-1.2118,RCP4.5,H3,3,23,4,0,18,1,0,32,2,0
5323,44.1606,-1.2118,RCP4.5,H3,4,17,3,-999,7,0,0,36,4,-999
5324,44.1638,-1.112,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5324,44.1638,-1.112,RCP4.5,H3,3,22,3,0,17,1,0,30,2,0
5324,44.1638,-1.112,RCP4.5,H3,4,16,2,-999,6,0,0,33,3,-999
5325,44.1669,-1.0122,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5325,44.1669,-1.0122,RCP4.5,H3,3,23,4,0,20,1,0,31,2,0
5325,44.1669,-1.0122,RCP4.5,H3,4,15,3,-999,7,0,0,32,3,-999
5326,44.1699,-0.9123,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5326,44.1699,-0.9123,RCP4.5,H3,3,22,5,0,21,2,0,30,2,0
5326,44.1699,-0.9123,RCP4.5,H3,4,15,4,-999,7,1,0,32,3,-999
5327,44.1728,-0.8125,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5327,44.1728,-0.8125,RCP4.5,H3,3,21,5,0,21,2,0,29,2,0
5327,44.1728,-0.8125,RCP4.5,H3,4,15,3,-999,7,1,0,32,4,-999
5328,44.1756,-0.7126,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5328,44.1756,-0.7126,RCP4.5,H3,3,20,6,0,21,2,0,29,2,0
5328,44.1756,-0.7126,RCP4.5,H3,4,14,4,-999,7,1,0,32,4,-999
5329,44.1784,-0.6127,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5329,44.1784,-0.6127,RCP4.5,H3,4,14,4,-999,7,1,0,39,4,-999
5330,44.181,-0.5128,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5330,44.181,-0.5128,RCP4.5,H3,3,20,6,0,25,3,0,27,2,0
5330,44.181,-0.5128,RCP4.5,H3,4,16,4,-999,8,1,0,37,4,-999
5331,44.1836,-0.4129,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5331,44.1836,-0.4129,RCP4.5,H3,3,19,5,0,24,3,0,27,1,0
5331,44.1836,-0.4129,RCP4.5,H3,4,16,4,-999,8,1,0,37,4,-999
5332,44.1861,-0.313,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5332,44.1861,-0.313,RCP4.5,H3,3,19,5,0,24,3,0,25,1,0
5332,44.1861,-0.313,RCP4.5,H3,4,16,4,-999,8,1,0,34,4,-999
5333,44.1885,-0.2131,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5333,44.1885,-0.2131,RCP4.5,H3,3,17,5,0,24,3,0,22,1,0
5333,44.1885,-0.2131,RCP4.5,H3,4,15,3,-999,8,1,0,31,2,-999
5466,44.2324,-1.2163,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5466,44.2324,-1.2163,RCP4.5,H3,3,23,4,0,18,1,0,34,2,0
5466,44.2324,-1.2163,RCP4.5,H3,4,17,3,-999,7,0,0,36,4,-999
5467,44.2356,-1.1164,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5467,44.2356,-1.1164,RCP4.5,H3,3,22,4,0,19,2,0,28,2,0
5467,44.2356,-1.1164,RCP4.5,H3,4,16,3,-999,7,1,0,32,2,-999
5468,44.2387,-1.0164,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5468,44.2387,-1.0164,RCP4.5,H3,3,22,4,0,19,1,0,28,2,0
5468,44.2387,-1.0164,RCP4.5,H3,4,14,4,-999,7,0,0,32,3,-999
5469,44.2418,-0.9164,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5469,44.2418,-0.9164,RCP4.5,H3,3,21,5,0,21,2,0,27,2,0
5469,44.2418,-0.9164,RCP4.5,H3,4,14,4,-999,7,1,0,31,3,-999
5470,44.2447,-0.8165,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5470,44.2447,-0.8165,RCP4.5,H3,3,21,5,0,20,2,0,28,2,0
5470,44.2447,-0.8165,RCP4.5,H3,4,13,4,-999,7,1,0,32,3,-999
5471,44.2475,-0.7165,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5471,44.2475,-0.7165,RCP4.5,H3,3,21,5,0,22,2,0,28,2,0
5471,44.2475,-0.7165,RCP4.5,H3,4,14,4,-999,7,1,0,32,3,-999
